,AGREEMENT_END_DATE__C,CUSTOMER__C
5262,2016-12-31,0011B00001Iw90iQAB
5264,2016-01-31,0011B00001Iw90pQAB
5265,2013-10-01,0011B00001Iw90uQAB
5267,2015-11-01,0011B00001Iw927QAB
5272,2016-04-01,0011B00001Iw94hQAB
5273,2014-01-24,0011B00001Iw94wQAB
5274,2018-06-30,0011B00001Iw963QAB
5275,2014-10-31,0011B00001Iw9AmQAJ
5276,2015-01-01,0011B00001Iw9ApQAJ
5277,2014-05-01,0011B00001Iw9AuQAJ
5278,2017-04-30,0011B00001Iw9AvQAJ
5279,2013-05-01,0011B00001Iw9B0QAJ
5280,2011-06-01,0011B00001Iw9BCQAZ
5282,2010-02-28,0011B00001Iw9BlQAJ
5283,2012-10-31,0011B00001Iw9BmQAJ
5284,2011-10-31,0011B00001Iw9BnQAJ
5287,2017-05-31,0011B00001Iw9CKQAZ
5288,2012-09-01,0011B00001Iw9CPQAZ
5289,2013-02-01,0011B00001Iw9CQQAZ
5291,2011-10-31,0011B00001Iw9CqQAJ
5292,2015-01-01,0011B00001Iw9CzQAJ
5293,2014-12-31,0011B00001Iw9D1QAJ
5294,2011-03-31,0011B00001Iw9DLQAZ
5295,2009-01-31,0011B00001Iw9DjQAJ
5296,2012-01-01,0011B00001Iw9DnQAJ
5298,2013-03-31,0011B00001Iw9EMQAZ
5301,2013-09-30,0011B00001Iw9FCQAZ
5303,2018-02-28,0011B00001Iw9FGQAZ
5305,2012-07-31,0011B00001Iw9FMQAZ
5306,2018-03-31,0011B00001Iw9FNQAZ
5311,2015-05-31,0011B00001Iw9G2QAJ
5313,2012-04-30,0011B00001Iw9G4QAJ
5315,2013-01-01,0011B00001Iw9HTQAZ
5318,2014-01-31,0011B00001Iw9JnQAJ
5319,2015-07-01,0011B00001Iw9KtQAJ
5320,2010-01-31,0011B00001Iw9KxQAJ
5321,2016-11-30,0011B00001Iw9L0QAJ
5323,2014-10-01,0011B00001Iw9L9QAJ
5324,2013-10-31,0011B00001Iw9LFQAZ
5325,2014-07-01,0011B00001Iw9LGQAZ
5330,2013-05-31,0011B00001Iw9LuQAJ
5331,2013-04-01,0011B00001Iw9M3QAJ
5332,2014-09-01,0011B00001Iw9MEQAZ
5333,2011-06-01,0011B00001Iw9MJQAZ
5335,2015-04-01,0011B00001Iw9QGQAZ
5336,2016-04-30,0011B00001Iw9QTQAZ
5339,2016-03-31,0011B00001Iw9TTQAZ
5341,2012-04-01,0011B00001Iw9TdQAJ
5342,2017-12-31,0011B00001Iw9XAQAZ
5343,2013-09-01,0011B00001Iw9asQAB
5346,2016-07-31,0011B00001Iw9d4QAB
5348,2012-03-01,0011B00001Iw9d9QAB
5350,2014-06-01,0011B00001Iw9dVQAR
5351,2014-12-01,0011B00001Iw9dZQAR
5352,2012-11-30,0011B00001Iw9dsQAB
5354,2011-02-01,0011B00001Iw9duQAB
5356,2011-12-31,0011B00001Iw9eNQAR
5357,2014-08-01,0011B00001Iw9ehQAB
5358,2016-12-31,0011B00001Iw9epQAB
5359,2010-12-01,0011B00001Iw9exQAB
5366,2018-06-30,0011B00001Iw9gdQAB
5368,2013-11-30,0011B00001Iw9gfQAB
5369,2015-05-31,0011B00001Iw9gtQAB
5370,2011-04-30,0011B00001Iw9hfQAB
5371,2017-12-31,0011B00001Iw9hsQAB
5372,2011-11-30,0011B00001Iw9i2QAB
5374,2016-02-29,0011B00001Iw9iHQAR
5376,2013-06-22,0011B00001Iw9j5QAB
5377,2016-02-29,0011B00001Iw9j6QAB
5378,2018-06-30,0011B00001Iw9k5QAB
5380,2014-05-31,0011B00001Iw9kgQAB
5382,2015-01-12,0011B00001Iw9lKQAR
5385,2018-03-07,0011B00001Iw9qSQAR
5388,2012-04-01,0011B00001IwA0aQAF
5390,2011-12-31,0011B00001IwA2BQAV
5393,2011-08-01,0011B00001IwA5kQAF
5394,2010-09-01,0011B00001IwA5yQAF
5395,2011-12-01,0011B00001IwA60QAF
5396,2018-06-30,0011B00001IwA6JQAV
5397,2018-03-31,0011B00001IwA9ZQAV
5399,2016-12-31,0011B00001IwA9kQAF
5401,2018-05-31,0011B00001IwAB4QAN
5406,2013-08-31,0011B00001IwADrQAN
5407,2014-06-30,0011B00001IwADsQAN
5408,2017-12-31,0011B00001IwADuQAN
5410,2018-05-31,0011B00001IwAFNQA3
5411,2016-01-01,0011B00001IwAFzQAN
5416,2012-11-01,0011B00001IwAHaQAN
5417,2015-01-01,0011B00001IwAHbQAN
5418,2007-07-31,0011B00001IwAHdQAN
5419,2009-02-28,0011B00001IwAHeQAN
5420,2013-06-01,0011B00001IwAHhQAN
5421,2013-08-01,0011B00001IwAHmQAN
5422,2012-01-31,0011B00001IwAHpQAN
5423,2013-12-01,0011B00001IwAHqQAN
5425,2007-10-31,0011B00001IwAI0QAN
5426,2007-10-31,0011B00001IwAI1QAN
5427,2013-08-31,0011B00001IwAI4QAN
5428,2008-03-31,0011B00001IwAI6QAN
5429,2009-02-28,0011B00001IwAI8QAN
5430,2010-09-30,0011B00001IwAIBQA3
5432,2008-02-29,0011B00001IwAIGQA3
5433,2011-01-31,0011B00001IwAIZQA3
5436,2017-05-31,0011B00001IwAJeQAN
5437,2018-02-28,0011B00001IwAKIQA3
5439,2013-06-30,0011B00001IwAKxQAN
5443,2014-09-01,0011B00001IwALpQAN
5444,2012-07-01,0011B00001IwALzQAN
5445,2017-08-31,0011B00001IwANBQA3
5448,2015-01-31,0011B00001IwAO3QAN
5450,2012-05-31,0011B00001IwASuQAN
5451,2015-10-01,0011B00001IwATvQAN
5453,2012-01-01,0011B00001IwAXWQA3
5455,2016-08-06,0011B00001IwAYzQAN
5456,2015-08-31,0011B00001IwAbAQAV
5458,2017-04-30,0011B00001IwAe3QAF
5462,2011-03-01,0011B00001IwAebQAF
5464,2014-01-01,0011B00001IwAesQAF
5465,2013-11-01,0011B00001IwAilQAF
5466,2015-05-01,0011B00001IwAjRQAV
5469,2012-12-31,0011B00001IwAl5QAF
5470,2011-03-31,0011B00001IwAlrQAF
5471,2009-04-30,0011B00001IwAltQAF
5472,2013-12-31,0011B00001IwAlxQAF
5473,2015-06-30,0011B00001IwAlzQAF
5476,2017-03-31,0011B00001IwAmPQAV
5479,2007-10-31,0011B00001IwAmhQAF
5480,2013-09-01,0011B00001IwAmnQAF
5481,2007-05-31,0011B00001IwAmoQAF
5482,2017-01-31,0011B00001IwAmpQAF
5483,2008-06-30,0011B00001IwAmsQAF
5484,2013-09-30,0011B00001IwAnDQAV
5487,2018-01-31,0011B00001IwAncQAF
5488,2009-10-31,0011B00001IwAnnQAF
5490,2012-06-01,0011B00001IwAo4QAF
5491,2010-12-31,0011B00001IwAoFQAV
5492,2011-10-01,0011B00001IwAoNQAV
5494,2015-11-30,0011B00001IwAoPQAV
5496,2009-11-30,0011B00001IwAoZQAV
5501,2010-07-01,0011B00001IwAp2QAF
5503,2016-06-30,0011B00001IwAuCQAV
5504,2017-01-31,0011B00001IwAunQAF
5505,2013-01-31,0011B00001IwAvTQAV
5509,2018-07-27,0011B00001IwAzWQAV
5511,2013-11-01,0011B00001IwB0HQAV
5512,2015-10-31,0011B00001IwB0RQAV
5513,2013-11-01,0011B00001IwB0aQAF
5514,2017-12-31,0011B00001IwB1oQAF
5518,2007-08-31,0011B00001IwB20QAF
5519,2009-04-30,0011B00001IwB23QAF
5520,2010-05-31,0011B00001IwB26QAF
5521,2010-12-31,0011B00001IwB27QAF
5523,2014-12-31,0011B00001IwB2AQAV
5524,2008-12-31,0011B00001IwB2BQAV
5525,2013-10-31,0011B00001IwB2CQAV
5527,2008-03-31,0011B00001IwB2EQAV
5528,2010-03-31,0011B00001IwB2FQAV
5529,2015-03-31,0011B00001IwB2GQAV
5531,2010-03-31,0011B00001IwB2IQAV
5532,2008-06-30,0011B00001IwB2NQAV
5533,2011-06-30,0011B00001IwB2OQAV
5534,2009-12-31,0011B00001IwB2QQAV
5535,2011-04-30,0011B00001IwB2SQAV
5537,2012-01-01,0011B00001IwB2XQAV
5538,2010-07-31,0011B00001IwB2ZQAV
5540,2014-09-30,0011B00001IwB2eQAF
5541,2014-07-31,0011B00001IwB2fQAF
5542,2017-12-31,0011B00001IwB2iQAF
5543,2011-08-01,0011B00001IwB2pQAF
5544,2009-12-31,0011B00001IwB2rQAF
5545,2010-05-31,0011B00001IwB2sQAF
5547,2014-08-31,0011B00001IwB31QAF
5548,2014-07-01,0011B00001IwB37QAF
5550,2014-02-13,0011B00001IwB3PQAV
5552,2014-12-06,0011B00001IwB3RQAV
5553,2014-12-09,0011B00001IwB3SQAV
5554,2014-10-09,0011B00001IwB3TQAV
5556,2013-12-05,0011B00001IwB3VQAV
5557,2016-11-30,0011B00001IwB3WQAV
5558,2012-12-01,0011B00001IwB3YQAV
5559,2015-10-01,0011B00001IwB3mQAF
5560,2014-05-31,0011B00001IwB3nQAF
5561,2016-05-01,0011B00001IwB4VQAV
5563,2014-12-01,0011B00001IwB4bQAF
5565,2015-03-25,0011B00001IwB4fQAF
5566,2013-01-31,0011B00001IwB4iQAF
5567,2017-04-30,0011B00001IwB5PQAV
5569,2014-05-24,0011B00001IwB5jQAF
5570,2017-12-31,0011B00001IwB6AQAV
5572,2017-05-31,0011B00001IwB82QAF
5573,2009-01-31,0011B00001IwB8AQAV
5574,2018-01-31,0011B00001IwB8FQAV
5576,2013-02-28,0011B00001IwB8IQAV
5578,2015-02-28,0011B00001IwB8NQAV
5580,2016-01-31,0011B00001IwB8wQAF
5581,2012-12-31,0011B00001IwBBOQA3
5582,2011-04-30,0011B00001IwBEzQAN
5583,2011-11-01,0011B00001IwBF2QAN
5584,2009-07-31,0011B00001IwBFQQA3
5585,2015-12-31,0011B00001IwBFSQA3
5586,2009-11-30,0011B00001IwBFUQA3
5587,2011-08-31,0011B00001IwBFVQA3
5589,2016-04-30,0011B00001IwBFvQAN
5590,2017-01-31,0011B00001IwBG8QAN
5593,2013-12-01,0011B00001IwBGOQA3
5594,2015-12-01,0011B00001IwBGWQA3
5596,2013-09-01,0011B00001IwBHDQA3
5597,2013-10-31,0011B00001IwBLkQAN
5599,2014-05-01,0011B00001IwBO3QAN
5600,2016-09-30,0011B00001IwBO4QAN
5603,2013-11-28,0011B00001IwBOxQAN
5605,2016-05-01,0011B00001IwBQQQA3
5607,2014-07-03,0011B00001IwBSuQAN
5609,2013-09-01,0011B00001IwBWbQAN
5612,2012-08-01,0011B00001IwBXtQAN
5615,2010-11-01,0011B00001IwBYZQA3
5616,2018-04-30,0011B00001IwBYcQAN
5623,2012-07-31,0011B00001IwBZfQAN
5626,2013-05-01,0011B00001IwBa6QAF
5627,2016-02-29,0011B00001IwBa8QAF
5628,2018-03-31,0011B00001IwBaDQAV
5631,2009-04-30,0011B00001IwBacQAF
5632,2015-11-30,0011B00001IwBadQAF
5633,2009-03-31,0011B00001IwBaeQAF
5634,2013-02-28,0011B00001IwBafQAF
5635,2010-03-31,0011B00001IwBagQAF
5636,2013-04-30,0011B00001IwBakQAF
5638,2014-02-28,0011B00001IwBamQAF
5639,2016-05-31,0011B00001IwBanQAF
5641,2011-03-31,0011B00001IwBavQAF
5643,2012-03-31,0011B00001IwBazQAF
5645,2011-03-31,0011B00001IwBb2QAF
5646,2012-07-01,0011B00001IwBb6QAF
5647,2010-03-31,0011B00001IwBb8QAF
5654,2017-04-30,0011B00001IwBfQQAV
5655,2011-07-01,0011B00001IwBgbQAF
5656,2012-03-31,0011B00001IwBi3QAF
5658,2012-03-01,0011B00001IwBiKQAV
5660,2009-01-31,0011B00001IwBiRQAV
5661,2007-05-31,0011B00001IwBiTQAV
5664,2013-02-28,0011B00001IwBihQAF
5665,2008-02-29,0011B00001IwBikQAF
5666,2010-03-31,0011B00001IwBilQAF
5667,2016-05-01,0011B00001IwBimQAF
5670,2011-08-31,0011B00001IwBitQAF
5671,2010-01-31,0011B00001IwBjBQAV
5672,2014-11-30,0011B00001IwBjNQAV
5673,2009-11-30,0011B00001IwBjWQAV
5674,2014-08-01,0011B00001IwBjbQAF
5675,2017-03-31,0011B00001IwBjdQAF
5677,2015-09-30,0011B00001IwBkyQAF
5678,2012-07-31,0011B00001IwBkzQAF
5681,2014-05-31,0011B00001IwBlKQAV
5682,2012-06-01,0011B00001IwBlQQAV
5684,2018-06-30,0011B00001IwBltQAF
5688,2011-10-01,0011B00001IwBqeQAF
5692,2014-05-31,0011B00001IwBrOQAV
5694,2007-03-31,0011B00001IwBsMQAV
5695,2011-11-30,0011B00001IwBsNQAV
5696,2013-04-01,0011B00001IwBvoQAF
5697,2012-11-01,0011B00001IwBx3QAF
5699,2014-12-01,0011B00001IwBz6QAF
5703,2014-12-31,0011B00001IwC2lQAF
5707,2018-06-30,0011B00001IwC4tQAF
5708,2011-05-01,0011B00001IwC57QAF
5709,2017-03-31,0011B00001IwC5TQAV
5713,2015-07-31,0011B00001IwC6LQAV
5716,2014-06-30,0011B00001IwC6kQAF
5717,2013-12-31,0011B00001IwC6lQAF
5718,2009-12-31,0011B00001IwC6nQAF
5719,2016-02-29,0011B00001IwC6pQAF
5720,2011-12-31,0011B00001IwC6rQAF
5721,2010-12-31,0011B00001IwC6tQAF
5722,2008-12-31,0011B00001IwC6vQAF
5725,2018-02-28,0011B00001IwC71QAF
5726,2011-02-01,0011B00001IwC73QAF
5728,2010-12-31,0011B00001IwC77QAF
5730,2017-12-31,0011B00001IwC7CQAV
5731,2011-12-31,0011B00001IwC7DQAV
5736,2018-02-28,0011B00001IwC7PQAV
5737,2011-12-31,0011B00001IwC7RQAV
5740,2017-12-31,0011B00001IwC7aQAF
5742,2009-01-31,0011B00001IwC7dQAF
5743,2009-02-28,0011B00001IwC7fQAF
5744,2015-01-31,0011B00001IwC7gQAF
5747,2017-12-31,0011B00001IwC7tQAF
5756,2017-12-31,0011B00001IwC8aQAF
5757,2018-04-30,0011B00001IwC8dQAF
5760,2018-06-30,0011B00001IwC8oQAF
5763,2011-03-01,0011B00001IwC8uQAF
5764,2018-03-31,0011B00001IwC8wQAF
5765,2018-03-31,0011B00001IwC90QAF
5768,2010-08-31,0011B00001IwC9SQAV
5769,2016-02-01,0011B00001IwC9TQAV
5770,2013-04-30,0011B00001IwC9UQAV
5771,2015-04-30,0011B00001IwC9XQAV
5772,2011-04-30,0011B00001IwC9ZQAV
5774,2011-01-01,0011B00001IwC9cQAF
5775,2011-12-01,0011B00001IwC9lQAF
5785,2017-03-31,0011B00001IwCAGQA3
5786,2015-10-01,0011B00001IwCAJQA3
5789,2011-01-01,0011B00001IwCARQA3
5790,2018-02-28,0011B00001IwCASQA3
5792,2017-01-31,0011B00001IwCAYQA3
5793,2017-01-31,0011B00001IwCAZQA3
5794,2013-10-31,0011B00001IwCAbQAN
5798,2015-07-31,0011B00001IwCAnQAN
5800,2012-11-30,0011B00001IwCApQAN
5804,2008-05-31,0011B00001IwCFDQA3
5806,2015-09-30,0011B00001IwCFyQAN
5807,2012-10-01,0011B00001IwCG3QAN
5808,2013-10-31,0011B00001IwCGvQAN
5810,2017-06-30,0011B00001IwCGzQAN
5811,2011-09-30,0011B00001IwCH0QAN
5813,2013-11-30,0011B00001IwCHxQAN
5814,2014-12-31,0011B00001IwCIwQAN
5815,2015-09-30,0011B00001IwCKDQA3
5823,2014-12-01,0011B00001IwCNdQAN
5824,2015-02-28,0011B00001IwCSnQAN
5825,2012-01-31,0011B00001IwCUNQA3
5826,2012-02-29,0011B00001IwCUOQA3
5827,2016-02-29,0011B00001IwCUPQA3
5829,2012-01-31,0011B00001IwCUSQA3
5832,2016-03-31,0011B00001IwCUWQA3
5833,2012-01-31,0011B00001IwCUcQAN
5836,2016-02-29,0011B00001IwCUgQAN
5840,2011-04-30,0011B00001IwCUpQAN
5841,2018-01-31,0011B00001IwCUqQAN
5843,2011-02-28,0011B00001IwCUyQAN
5844,2016-04-01,0011B00001IwCV0QAN
5845,2012-04-01,0011B00001IwCV2QAN
5846,2012-02-29,0011B00001IwCV8QAN
5847,2012-03-31,0011B00001IwCVDQA3
5848,2015-05-01,0011B00001IwCVEQA3
5849,2016-06-30,0011B00001IwCVGQA3
5857,2018-06-30,0011B00001IwCVvQAN
5872,2011-09-01,0011B00001IwCZaQAN
5873,2014-07-01,0011B00001IwCZoQAN
5877,2014-10-30,0011B00001IwCaYQAV
5878,2014-01-01,0011B00001IwCb4QAF
5879,2017-05-31,0011B00001IwCb9QAF
5880,2018-07-31,0011B00001IwCbZQAV
5884,2010-12-31,0011B00001IwCdKQAV
5886,2011-02-01,0011B00001IwCdaQAF
5890,2015-08-01,0011B00001IwCdzQAF
5891,2018-07-31,0011B00001IwCe0QAF
5892,2017-05-31,0011B00001IwCe3QAF
5894,2013-10-31,0011B00001IwCe6QAF
5898,2013-01-01,0011B00001IwCeOQAV
5899,2016-07-31,0011B00001IwCeRQAV
5900,2017-09-30,0011B00001IwCeWQAV
5901,2014-07-08,0011B00001IwCeXQAV
5902,2014-08-31,0011B00001IwCebQAF
5907,2016-03-01,0011B00001IwCelQAF
5908,2018-05-31,0011B00001IwCenQAF
5909,2013-10-31,0011B00001IwCepQAF
5910,2012-08-01,0011B00001IwCeqQAF
5912,2014-04-30,0011B00001IwCeuQAF
5915,2018-06-30,0011B00001IwCeyQAF
5916,2015-11-30,0011B00001IwCezQAF
5920,2018-03-31,0011B00001IwCf3QAF
5921,2013-06-30,0011B00001IwCf6QAF
5932,2017-03-31,0011B00001IwCfjQAF
5933,2010-06-01,0011B00001IwCfmQAF
5934,2011-05-31,0011B00001IwCfrQAF
5935,2018-06-30,0011B00001IwCfuQAF
5943,2016-04-30,0011B00001IwCgTQAV
5945,2018-03-31,0011B00001IwCgWQAV
5946,2017-05-31,0011B00001IwCgbQAF
5947,2016-11-30,0011B00001IwCgeQAF
5949,2017-06-30,0011B00001IwCgnQAF
5950,2012-07-31,0011B00001IwCgwQAF
5951,2013-03-01,0011B00001IwChBQAV
5952,2014-06-01,0011B00001IwCnZQAV
5953,2011-07-31,0011B00001IwCnrQAF
5954,2012-01-01,0011B00001IwCnuQAF
5955,2012-07-31,0011B00001IwCnvQAF
5958,2010-08-31,0011B00001IwCpSQAV
5959,2015-08-31,0011B00001IwCpVQAV
5961,2015-07-29,0011B00001IwCqgQAF
5962,2018-05-31,0011B00001IwCrQQAV
5964,2013-01-31,0011B00001IwCsbQAF
5969,2018-07-31,0011B00001IwD1BQAV
5971,2016-03-31,0011B00001IwD1YQAV
5972,2015-09-01,0011B00001IwD1gQAF
5976,2015-12-01,0011B00001IwD2FQAV
5982,2015-02-01,0011B00001IwD3DQAV
5983,2013-10-25,0011B00001IwD3GQAV
5984,2017-09-30,0011B00001IwD3LQAV
5986,2016-01-01,0011B00001IwD3UQAV
5989,2014-03-31,0011B00001IwD4lQAF
5990,2014-07-31,0011B00001IwD4zQAF
5991,2017-03-31,0011B00001IwD58QAF
5993,2013-04-01,0011B00001IwD5LQAV
5994,2013-06-30,0011B00001IwD7yQAF
5995,2016-06-30,0011B00001IwD84QAF
5997,2016-01-01,0011B00001IwD8SQAV
5998,2010-10-01,0011B00001IwD8TQAV
5999,2014-07-01,0011B00001IwD8UQAV
6000,2013-07-01,0011B00001IwD8XQAV
6001,2017-12-31,0011B00001IwD8aQAF
6002,2013-04-01,0011B00001IwD8fQAF
6004,2011-11-01,0011B00001IwD8jQAF
6005,2013-04-30,0011B00001IwD8mQAF
6009,2015-01-31,0011B00001IwD8tQAF
6011,2015-05-31,0011B00001IwD8xQAF
6012,2015-01-12,0011B00001IwD8yQAF
6014,2016-04-30,0011B00001IwD92QAF
6016,2015-02-01,0011B00001IwD98QAF
6021,2016-04-30,0011B00001IwD9HQAV
6022,2015-12-31,0011B00001IwD9LQAV
6024,2013-07-01,0011B00001IwD9SQAV
6025,2014-02-28,0011B00001IwD9VQAV
6026,2018-03-31,0011B00001IwD9aQAF
6027,2018-06-30,0011B00001IwD9bQAF
6029,2013-04-01,0011B00001IwD9hQAF
6030,2017-11-30,0011B00001IwD9lQAF
6031,2016-04-30,0011B00001IwD9nQAF
6033,2015-12-31,0011B00001IwD9qQAF
6034,2016-03-31,0011B00001IwD9sQAF
6035,2015-04-01,0011B00001IwD9tQAF
6036,2015-07-01,0011B00001IwD9xQAF
6037,2016-11-30,0011B00001IwD9yQAF
6038,2017-12-31,0011B00001IwDA4QAN
6039,2014-05-01,0011B00001IwDA5QAN
6044,2016-06-30,0011B00001IwDANQA3
6047,2016-04-30,0011B00001IwDAfQAN
6050,2010-10-31,0011B00001IwDAwQAN
6053,2013-12-31,0011B00001IwDBdQAN
6055,2017-12-31,0011B00001IwDBiQAN
6056,2015-07-01,0011B00001IwDBjQAN
6062,2016-12-31,0011B00001IwDC1QAN
6065,2018-02-28,0011B00001IwDC6QAN
6070,2015-03-31,0011B00001IwDCXQA3
6071,2018-07-31,0011B00001IwDCeQAN
6073,2013-07-01,0011B00001IwDCtQAN
6077,2015-07-31,0011B00001IwDDBQA3
6078,2014-07-31,0011B00001IwDDCQA3
6081,2011-06-30,0011B00001IwDDSQA3
6083,2010-06-30,0011B00001IwDDUQA3
6084,2014-06-30,0011B00001IwDDXQA3
6085,2010-04-30,0011B00001IwDDZQA3
6086,2008-04-30,0011B00001IwDDaQAN
6087,2015-12-01,0011B00001IwDDbQAN
6088,2010-12-31,0011B00001IwDDeQAN
6091,2011-12-31,0011B00001IwDDjQAN
6092,2018-01-31,0011B00001IwDDlQAN
6093,2007-01-31,0011B00001IwDDmQAN
6095,2016-06-30,0011B00001IwDDxQAN
6096,2014-12-31,0011B00001IwDE4QAN
6097,2014-06-30,0011B00001IwDE5QAN
6099,2011-03-01,0011B00001IwDEDQA3
6100,2012-07-31,0011B00001IwDEFQA3
6102,2008-07-31,0011B00001IwDEJQA3
6104,2015-07-31,0011B00001IwDEMQA3
6105,2016-03-31,0011B00001IwDENQA3
6106,2010-07-31,0011B00001IwDEQQA3
6107,2013-08-31,0011B00001IwDEUQA3
6108,2014-12-31,0011B00001IwDEVQA3
6109,2010-06-30,0011B00001IwDEWQA3
6110,2014-03-31,0011B00001IwDEXQA3
6111,2017-12-31,0011B00001IwDEYQA3
6113,2012-02-29,0011B00001IwDEbQAN
6114,2011-06-01,0011B00001IwDEcQAN
6115,2015-10-31,0011B00001IwDEeQAN
6116,2011-02-28,0011B00001IwDEfQAN
6123,2007-04-30,0011B00001IwDEoQAN
6124,2015-10-01,0011B00001IwDEqQAN
6125,2013-09-30,0011B00001IwDEsQAN
6126,2012-04-01,0011B00001IwDEuQAN
6130,2013-12-01,0011B00001IwDF0QAN
6131,2016-05-31,0011B00001IwDF1QAN
6134,2013-10-31,0011B00001IwDF5QAN
6135,2010-10-31,0011B00001IwDF7QAN
6136,2018-04-30,0011B00001IwDF9QAN
6137,2014-08-31,0011B00001IwDFBQA3
6138,2012-07-31,0011B00001IwDFCQA3
6140,2007-08-31,0011B00001IwDFGQA3
6142,2012-12-31,0011B00001IwDFKQA3
6143,2011-12-31,0011B00001IwDFLQA3
6144,2009-12-31,0011B00001IwDFNQA3
6145,2012-02-29,0011B00001IwDFRQA3
6147,2010-10-31,0011B00001IwDFUQA3
6148,2014-11-30,0011B00001IwDFVQA3
6149,2011-01-01,0011B00001IwDFWQA3
6150,2006-11-30,0011B00001IwDFXQA3
6152,2015-04-01,0011B00001IwDFZQA3
6153,2011-03-31,0011B00001IwDFaQAN
6155,2010-07-31,0011B00001IwDFfQAN
6158,2010-01-31,0011B00001IwDFkQAN
6159,2011-02-01,0011B00001IwDFlQAN
6160,2012-11-30,0011B00001IwDFmQAN
6161,2017-06-30,0011B00001IwDFnQAN
6163,2015-12-01,0011B00001IwDFuQAN
6165,2008-12-31,0011B00001IwDFwQAN
6166,2009-09-30,0011B00001IwDFxQAN
6169,2012-10-01,0011B00001IwDG0QAN
6170,2011-09-30,0011B00001IwDG1QAN
6172,2018-02-28,0011B00001IwDG6QAN
6175,2016-05-31,0011B00001IwDGBQA3
6176,2010-04-30,0011B00001IwDGDQA3
6179,2013-11-30,0011B00001IwDGHQA3
6184,2013-09-30,0011B00001IwDGRQA3
6186,2010-08-31,0011B00001IwDGWQA3
6187,2010-08-31,0011B00001IwDGXQA3
6192,2017-05-31,0011B00001IwDKCQA3
6195,2017-03-31,0011B00001IwDKNQA3
6197,2018-07-31,0011B00001IwDKSQA3
6199,2018-03-31,0011B00001IwDKWQA3
6201,2018-01-31,0011B00001IwDL1QAN
6203,2015-04-01,0011B00001IwDLFQA3
6204,2018-05-31,0011B00001IwDLsQAN
6207,2018-03-31,0011B00001IwDMBQA3
6208,2018-03-31,0011B00001IwDMDQA3
6211,2017-10-31,0011B00001IwDMbQAN
6212,2018-06-30,0011B00001IwDMiQAN
6213,2014-07-31,0011B00001IwDMmQAN
6214,2016-12-31,0011B00001IwDMoQAN
6215,2012-12-01,0011B00001IwDMvQAN
6217,2015-05-31,0011B00001IwDN0QAN
6219,2017-07-31,0011B00001IwDN4QAN
6220,2013-03-31,0011B00001IwDN5QAN
6222,2014-07-31,0011B00001IwDOoQAN
6223,2014-03-01,0011B00001IwDPgQAN
6225,2018-04-30,0011B00001IwDQmQAN
6227,2014-11-01,0011B00001IwDR1QAN
6228,2017-12-31,0011B00001IwDR4QAN
6231,2014-11-29,0011B00001IwDRRQA3
6234,2015-03-11,0011B00001IwDRfQAN
6235,2016-02-29,0011B00001IwDRuQAN
6238,2018-02-28,0011B00001IwDS1QAN
6239,2014-11-01,0011B00001IwDSOQA3
6241,2014-12-11,0011B00001IwDSYQA3
6246,2016-02-01,0011B00001IwDZRQA3
6248,2014-09-30,0011B00001IwDa8QAF
6251,2017-06-30,0011B00001IwDaKQAV
6252,2015-08-31,0011B00001IwDaMQAV
6253,2018-06-30,0011B00001IwDaZQAV
6255,2016-05-31,0011B00001IwDadQAF
6257,2018-04-30,0011B00001IwDagQAF
6258,2014-03-26,0011B00001IwDapQAF
6259,2016-04-01,0011B00001IwDasQAF
6262,2014-04-01,0011B00001IwDb7QAF
6267,2018-02-28,0011B00001IwDbJQAV
6271,2013-05-01,0011B00001IwDbgQAF
6272,2017-04-30,0011B00001IwDbhQAF
6273,2015-10-31,0011B00001IwDbiQAF
6275,2018-02-28,0011B00001IwDblQAF
6276,2018-04-30,0011B00001IwDbnQAF
6278,2015-07-31,0011B00001IwDbtQAF
6279,2018-05-31,0011B00001IwDbuQAF
6280,2011-11-01,0011B00001IwDbvQAF
6286,2016-05-31,0011B00001IwDc5QAF
6289,2016-01-01,0011B00001IwDcSQAV
6290,2011-11-01,0011B00001IwDcxQAF
6293,2014-11-01,0011B00001IwDdBQAV
6295,2018-03-31,0011B00001IwDdEQAV
6299,2017-12-31,0011B00001IwDdlQAF
6302,2015-01-01,0011B00001IwDe3QAF
6308,2017-12-31,0011B00001IwDfZQAV
6310,2013-03-01,0011B00001IwDfwQAF
6311,2017-02-28,0011B00001IwDfxQAF
6312,2011-11-30,0011B00001IwDfyQAF
6313,2016-12-31,0011B00001IwDfzQAF
6314,2014-02-28,0011B00001IwDg6QAF
6317,2017-10-31,0011B00001IwDgWQAV
6318,2013-12-01,0011B00001IwDgYQAV
6319,2015-09-30,0011B00001IwDgZQAV
6320,2014-09-30,0011B00001IwDgaQAF
6321,2015-09-30,0011B00001IwDgcQAF
6322,2013-03-31,0011B00001IwDgdQAF
6324,2015-02-21,0011B00001IwDggQAF
6325,2012-08-01,0011B00001IwDgjQAF
6326,2017-12-31,0011B00001IwDgkQAF
6328,2013-09-01,0011B00001IwDgqQAF
6329,2011-08-31,0011B00001IwDgrQAF
6331,2007-08-31,0011B00001IwDguQAF
6332,2017-12-31,0011B00001IwDgxQAF
6335,2018-05-31,0011B00001IwDh3QAF
6339,2007-08-31,0011B00001IwDh9QAF
