ID,CREATEDDATE,CASE__C,RESOLUTION__C,OVERALL_GENERAL_COMMENTS__C,CUSTOMER_EFFORT__C,ACCOUNTID
a0k1B00000H4eZ0QAJ,2018-05-10 20:12:05.000,5001B000017KW0sQAG,6,,,001a000001NIKd5AAH
a0k1B00000H4eYvQAJ,2018-05-10 19:27:47.000,5001B000017KV9HQAW,6,,,0013000000ebNcjAAE
a0k1B00000H4eYqQAJ,2018-05-10 19:10:51.000,5001B000017KEvXQAW,6,,,001a000001AcIDNAA3
a0k1B00000H4eYlQAJ,2018-05-10 17:46:51.000,5001B000017KThgQAG,6,,,0011300001du7f2AAA
a0k1B00000H4eYgQAJ,2018-05-10 17:36:33.000,5001B000017KVM6QAO,1,"My support engineer was friendly and really tried to be helpful, but in the end I am still left with an unresolved issue.",,0011300001uiJVnAAM
a0k1B00000H4eYbQAJ,2018-05-10 16:58:13.000,5001B000017KD1JQAW,1,Train your support staff on how to use AppSense products. You cant just buy out a company and not have anyone trained to support the product,,0011300001l4RNLAA2
a0k1B00000H4eYWQAZ,2018-05-10 16:06:13.000,5001B000017KVDsQAO,6,,,0011300001uiLvcAAE
a0k1B00000H4eYRQAZ,2018-05-10 16:04:50.000,5001B000017KV5yQAG,6,,,0011300001cO0yQAAS
a0k1B00000H4eYMQAZ,2018-05-10 16:03:09.000,5001B000017KVAtQAO,6,"Great job, A+",,0013000000eafaHAAQ
a0k1B00000H4eYHQAZ,2018-05-10 14:55:08.000,5001B000017KV2LQAW,6,,,0011B000022PX8NQAW
a0k1B00000H4eYCQAZ,2018-05-10 14:45:34.000,5001B000017KUzlQAG,6,,,0011300001uiQ0WAAU
a0k1B00000H4eY7QAJ,2018-05-10 14:40:03.000,5001B000017KTEtQAO,6,,,0013000000dqNuyAAE
a0k1B00000H4eXxQAJ,2018-05-10 14:16:06.000,5001B000017KQZKQA4,6,,,001a000001Y8z2OAAR
a0k1B00000H4eXsQAJ,2018-05-10 13:01:13.000,5001B000017JoHJQA0,5,,,0013000000eaxnHAAQ
a0k1B00000H4eXnQAJ,2018-05-10 12:27:20.000,5001B000017KGD3QAO,5,,,0013000000eb0LNAAY
a0k1B00000H4eXiQAJ,2018-05-10 12:03:09.000,5001B000017KPPdQAO,6,Need better documentation and training opportunities for the Avalanche product.,,0011300001vTjSFAA0
a0k1B00000H4eXdQAJ,2018-05-10 11:03:11.000,5001B000017KOfVQAW,6,,,0013000000dqNBvAAM
a0k1B00000H4eXYQAZ,2018-05-10 10:21:24.000,5001B000017KL7aQAG,4,,,0011300001bOODvAAO
a0k1B00000H4eXTQAZ,2018-05-10 09:57:16.000,5001B000017KUWUQA4,6,"Given that a lot of companies make use of virtualisation, shared SQL servers and named SQL instances, it would be helpful for details regarding manual installation of the SQL database (or at least pointers to the information) to be in the install guide...",,0013000000dqTqqAAE
a0k1B00000H4eXOQAZ,2018-05-10 09:39:03.000,5001B000017KQoFQAW,6,,,0011300001uiNfQAAU
a0k1B00000H4eXJQAZ,2018-05-10 08:55:39.000,5001B000017KJEOQA4,5,,,0011300001uiLvHAAU
a0k1B00000H4eXEQAZ,2018-05-10 08:19:52.000,5001B000017JtG6QAK,6,,,0011B00001IwE65QAF
a0k1B00000H4eX9QAJ,2018-05-10 07:44:07.000,5001B000016MTDEQA4,4,,,001a000001NIPCmAAP
a0k1B00000H4eX4QAJ,2018-05-10 01:10:24.000,5001B000017KTADQA4,6,,,001a000001Y6oEtAAJ
a0k1B00000H4eWzQAJ,2018-05-10 00:53:20.000,5001B000016MW4lQAG,3,Please take this as positive feedback to improve support.  More documentation is needed to answer simple questions on OOTB functionality.,,0013000000dqQAYAA2
a0k1B00000H4eWuQAJ,2018-05-09 23:40:27.000,5001B000017KTw2QAG,5,,,001a000001GZPIKAA5
a0k1B00000H4eWpQAJ,2018-05-09 22:41:26.000,5001B000017JtehQAC,5,,,001a000001GZP7tAAH
a0k1B00000H4eWkQAJ,2018-05-09 22:24:20.000,5001B000017JdAmQAK,5,Please an agent that speak spanish will be excellent. thanks.,,0011300001hCT5vAAG
a0k1B00000H4eWfQAJ,2018-05-09 21:56:51.000,5001B000017KKLvQAO,6,,,0011300001l4BD1AAM
a0k1B00000H4eWaQAJ,2018-05-09 19:12:11.000,5001B000016KprvQAC,6,,,001a000001BSq22AAD
a0k1B00000H4eWVQAZ,2018-05-09 19:08:27.000,5001B000017KS6PQAW,6,The homepage of Ivanti gave me false information about getting support.  It had an interactive chat session that told me to email insidesales@wavelink.com for support. I waited over a week for a response and never got one.  Today I opened up a support case and had my answer within hours.,,0011300001cONItAAO
a0k1B00000H4eWLQAZ,2018-05-09 18:06:26.000,5001B000017KK2UQAW,5,,,0013000000dqNuyAAE
a0k1B00000H4eWGQAZ,2018-05-09 16:49:26.000,5001B000017KMwFQAW,6,,,0011300001ukXLtAAM
a0k1B00000H4eWBQAZ,2018-05-09 16:36:33.000,5001B000017KSxJQAW,6,"Again, every time we need support from Ivanti, all your agents are outstanding and Brian is Great! Thanks!",,0011300001kyLA2AAM
a0k1B00000H4eW6QAJ,2018-05-09 16:23:38.000,5001B000017JEPXQA4,5,,,0011300001uiEfJAAU
a0k1B00000H4eW1QAJ,2018-05-09 16:22:19.000,5001B000017KQRQQA4,6,,,0011300001uiMF4AAM
a0k1B00000H4eVwQAJ,2018-05-09 15:32:52.000,5001B000017K377QAC,6,,,0011300001uiJwsAAE
a0k1B00000H4eVrQAJ,2018-05-09 15:30:10.000,5001B000017KSinQAG,6,"The only concern is about reaching your support department by phone, We use to use HDA number and now it's gone and now we have to go through a very heavy and annoying and even sometimes confusing phone system, by surfing through options and menus to finally get someone from support..",,0011300001uiR4EAAU
a0k1B00000H4eVmQAJ,2018-05-09 15:09:52.000,5001B000017KAk1QAG,2,,,0013000000eahWrAAI
a0k1B00000H4eVhQAJ,2018-05-09 14:51:51.000,5001B000017KKLMQA4,6,,,001a000001NIGgfAAH
a0k1B00000H4eVcQAJ,2018-05-09 13:28:53.000,5001B000017KRhKQAW,6,Excellent first experience with Ivanti support.,,0011B00001IwDgLQAV
a0k1B00000H4eVXQAZ,2018-05-09 11:12:38.000,5001B000017Iyx2QAC,6,,,0013000000dqMtPAAU
a0k1B00000H4eVSQAZ,2018-05-09 10:00:28.000,5001B000017Jt53QAC,6,,,0011300001uiOa6AAE
a0k1B00000H4eVNQAZ,2018-05-09 09:42:21.000,5001B000017KGEaQAO,6,,,0013000000dqQJeAAM
a0k1B00000H4eVIQAZ,2018-05-09 09:27:48.000,5001B000017KOC9QAO,6,,,0011300001l4EATAA2
a0k1B00000H4eVDQAZ,2018-05-09 09:18:36.000,5001B000016MYiMQAW,5,,,0011300001uiEgDAAU
a0k1B00000H4eV8QAJ,2018-05-09 08:53:27.000,5001B000017KO6BQAW,6,,,0011B0000217SWpQAM
a0k1B00000H4eV3QAJ,2018-05-09 08:31:44.000,5001B000017KDozQAG,5,,,0011300001uiEcdAAE
a0k1B00000H4eUyQAJ,2018-05-09 07:19:44.000,5001B000017KNaeQAG,6,,,0011300001l4CrxAAE
a0k1B00000H4eUtQAJ,2018-05-08 23:19:04.000,5001B000017KNIfQAO,6,,,0013000000eaj4CAAQ
a0k1B00000H4eUoQAJ,2018-05-08 22:09:43.000,5001B000017KQEHQA4,6,,,0011300001uiMF4AAM
a0k1B00000H4eUjQAJ,2018-05-08 21:51:24.000,5001B000017KQJlQAO,6,I REALLY appreciate the US based support.....more than you know!!!,,0013000000dqMI6AAM
a0k1B00000H4eUeQAJ,2018-05-08 21:47:39.000,5001B000017KQAUQA4,3,,,0011300001uiMRsAAM
a0k1B00000H4eUZQAZ,2018-05-08 20:25:42.000,5001B000017KPr8QAG,6,,,0011300001uiMF4AAM
a0k1B00000H4eUUQAZ,2018-05-08 19:25:38.000,5001B000017KPv0QAG,6,,,0011300001wnaOiAAI
a0k1B00000H4eUPQAZ,2018-05-08 19:25:09.000,5001B000017KPmmQAG,6,"Brian was superb at handling the issue quickly and effectively, performing a high level of knowledge about the software he is supporting. Great tech support experience, and those are four words that seldom get strung together.",,0011300001wnaOiAAI
a0k1B00000H4eUKQAZ,2018-05-08 19:20:58.000,5001B000017KHjBQAW,6,,,0011300001uiGLqAAM
a0k1B00000H4eUFQAZ,2018-05-08 18:48:44.000,5001B000017KPaMQAW,6,,,001a000001BSq2NAAT
a0k1B00000H4eUAQAZ,2018-05-08 18:39:42.000,5001B000017KPdfQAG,6,,,001a000001NIHc5AAH
a0k1B00000H4eU5QAJ,2018-05-08 18:33:55.000,5001B000017KMg7QAG,6,,,0011B00001IwNFDQA3
a0k1B00000H4eU0QAJ,2018-05-08 17:22:05.000,5001B000017KLO2QAO,6,,,0011300001l4EATAA2
a0k1B00000H4eTvQAJ,2018-05-08 17:07:10.000,5001B000017KOHxQAO,6,,,0011300001l48lmAAA
a0k1B00000H4eTqQAJ,2018-05-08 16:19:08.000,5001B000017K3jVQAS,2,"This has by far been the worst tech/customer support. When we purchased the product, we were not informed about any paid tech support. At this point we have the product; however, we have had little help with getting it installed. Disappointed.",,0011B0000217gHXQAY
a0k1B00000H4eTlQAJ,2018-05-08 16:03:52.000,5001B000017K8RUQA0,6,,,0011300001uiP8OAAU
a0k1B00000H4eTgQAJ,2018-05-08 16:03:17.000,5001B000013omYQQAY,5,,,0011300001uiO7IAAU
a0k1B00000H4eTbQAJ,2018-05-08 15:34:41.000,5001B000016LwvAQAS,3,"I feel like there is insufficient support beyond the first responders. It took mr Adam a very long time to get any answer from any backoffice request he made. And then yet, we sometimes got answers that were not to the point to the issue we were facing.",,0013000000dqMIaAAM
a0k1B00000H4eTWQAZ,2018-05-08 14:52:56.000,5001B000017K8ejQAC,6,,,0011300001k8V6oAAE
a0k1B00000H4eTMQAZ,2018-05-08 13:30:59.000,5001B000017KMeBQAW,6,,,00130000011dS7cAAE
a0k1B00000H4eTHQAZ,2018-05-08 13:22:11.000,5001B000017KHuwQAG,5,,,0011300001uiM1LAAU
a0k1B00000H4eTCQAZ,2018-05-08 13:05:33.000,5001B000017KB67QAG,6,"Adam Clotfelter did a good job, he gave me the information that I was looking for and explained it all to me in terms I could understand.
Thank you Adam!",,0011B00001IwNzBQAV
a0k1B00000H4eT7QAJ,2018-05-08 12:54:37.000,5001B000013oWH7QAM,6,,,0011B00001IwHaBQAV
a0k1B00000H4eT2QAJ,2018-05-08 12:51:38.000,5001B000017JvPjQAK,6,,,001a000001NIKNlAAP
a0k1B00000H4eSxQAJ,2018-05-08 12:09:44.000,5001B000017JNFHQA4,6,,,0011B00001IwEBeQAN
a0k1B00000H4eSsQAJ,2018-05-08 11:37:30.000,5001B000017KFPiQAO,6,,,0013000000ebPJRAA2
a0k1B00000H4eSnQAJ,2018-05-08 10:24:20.000,5001B000017Jq08QAC,2,,,0013000000q55LAAAY
a0k1B00000H4eSiQAJ,2018-05-08 10:12:05.000,5001B000017JvQNQA0,6,,,0013000000eaijIAAQ
a0k1B00000H4eSdQAJ,2018-05-08 08:57:45.000,5001B000017KLU0QAO,6,The support engineer went above and beyond in assisting the troubleshooting of the issue.,,0011300001l4RIBAA2
a0k1B00000H4eSYQAZ,2018-05-08 08:40:45.000,5001B000017KNRDQA4,6,售后给力！,,0013000000iHV9EAAW
a0k1B00000H4eSTQAZ,2018-05-08 08:21:22.000,5001B000017KNLyQAO,6,,,0011B00001IwXcpQAF
a0k1B00000H4eSOQAZ,2018-05-08 07:49:58.000,5001B000017JffwQAC,6,,,0011300001l4QkwAAE
a0k1B00000H4eSJQAZ,2018-05-08 07:21:28.000,5001B000017JeTvQAK,6,,,0011B00001IwFvbQAF
a0k1B00000H4eSEQAZ,2018-05-08 06:23:33.000,5001B000017KNOdQAO,5,In the future please provide the update information in the release notes!,,0011B00001IwD2CQAV
a0k1B00000H4eS9QAJ,2018-05-07 22:57:31.000,5001B000017KM7vQAG,6,,,0011300001uiML7AAM
a0k1B00000H4eS4QAJ,2018-05-07 21:36:55.000,5001B000017KMoBQAW,6,,,001a000001NIM05AAH
a0k1B00000H4eRzQAJ,2018-05-07 19:53:20.000,5001B000017Jh2cQAC,6,,,001a000001NIGA2AAP
a0k1B00000H4eRuQAJ,2018-05-07 18:33:22.000,5001B000017KCeKQAW,6,,,0011300001ibEVWAA2
a0k1B00000H4eRpQAJ,2018-05-07 17:45:38.000,5001B000017KLvaQAG,6,,,0011300001uiGG8AAM
a0k1B00000H4eRkQAJ,2018-05-07 17:44:53.000,5001B000017KB5xQAG,5,,,0011300001uiPrqAAE
a0k1B00000H4eRfQAJ,2018-05-07 16:08:22.000,5001B000016M2BDQA0,2,,,0011300001uiHX8AAM
a0k1B00000H4eRaQAJ,2018-05-07 14:51:34.000,5001B000017KIdSQAW,6,,,0011B00001IwIgXQAV
a0k1B00000H4eRVQAZ,2018-05-07 14:51:09.000,5001B000017KIdrQAG,6,,,0011B00001IwIgXQAV
a0k1B00000H4eRQQAZ,2018-05-07 14:36:37.000,5001B000017K1kRQAS,6,Brittany was very knowledgeable and helpful. Thank you.,,001a000001FNOBIAA5
a0k1B00000H4eRLQAZ,2018-05-07 14:16:06.000,5001B000017ImwyQAC,1,"Es erfolgte keine ausreichende Informationsbereitstellung, zudem war die Analyse sehr behäbig und nicht Zielführend. Die Lösung am Ende (durch das Engineering) hätte auch schneller durch Abgleich der Berechtigungsstrukturen gefunden werden können. Vereinbarte Termine zum Status wurden nicht eingehalten, sodass man die Informationen wieder einfordern musste.",,0013000000eaytWAAQ
a0k1B00000H4eRGQAZ,2018-05-07 14:06:48.000,5001B000017JjFUQA0,5,,,001a000001Y8wVpAAJ
a0k1B00000H4eRBQAZ,2018-05-07 13:59:22.000,5001B000017KKSNQA4,6,,,001a000001NIarxAAD
a0k1B00000H4eR6QAJ,2018-05-07 13:27:16.000,5001B000017JHfsQAG,6,,,0013000000eakbIAAQ
a0k1B00000H4eR1QAJ,2018-05-07 13:13:51.000,5001B000017KJbwQAG,6,,,001a000001NILG9AAP
a0k1B00000H4eQwQAJ,2018-05-07 13:02:51.000,5001B000017KERNQA4,6,Very Satisfied,,0011300001cuYfdAAE
a0k1B00000H4eQrQAJ,2018-05-07 12:04:42.000,5001B000017KB5EQAW,5,,,001a000001BQNlJAAX
a0k1B00000H4eQmQAJ,2018-05-07 10:41:51.000,5001B000017KL5oQAG,5,,,0013000000dqQpSAAU
a0k1B00000H4eQhQAJ,2018-05-07 09:29:48.000,5001B000017JyoYQAS,6,,,001a000001JhtfbAAB
a0k1B00000H4eQcQAJ,2018-05-07 09:22:15.000,5001B000017KCHfQAO,5,,,0011300001l4CrxAAE
a0k1B00000H4eQXQAZ,2018-05-07 08:59:40.000,5001B000017KIn8QAG,6,,,0011300001l4NxJAAU
a0k1B00000H4eQSQAZ,2018-05-07 08:41:14.000,5001B000017JkwtQAC,6,很好,,001a000001QtTK5AAN
a0k1B00000H4eQNQAZ,2018-05-07 08:14:49.000,5001B000017K7sUQAS,5,,,0011300001uiJwvAAE
a0k1B00000H4eQIQAZ,2018-05-07 06:43:26.000,5001B000017KG4BQAW,6,,,0013000000eawItAAI
a0k1B00000H4eQDQAZ,2018-05-05 12:22:21.000,5001B000017KFMsQAO,6,"We will be upgrading at a future date.  I believe the software will be better at that time.  Currently 2015.2  Currently to build anything it is very cumbersome and requires a lot of time and picky work.  I am hoping things will be easier to find in the future.  Help should give more actual examples.  For instance, coding words.  It gets confusing when SQL may use quotes and heat may use single or no quotes.  I don't know why it doesn't use the same thing.",,0011300001uiKhzAAE
a0k1B00000H4eQ8QAJ,2018-05-04 23:21:29.000,5001B000017KKRoQAO,6,,,0013000000eb6GJAAY
a0k1B00000H4eQ3QAJ,2018-05-04 20:09:21.000,5001B000017KCy0QAG,6,"Been a partner for over 20 years, cant say enough about how HEAT as evolved through the years to stay and remain a top competitor in the vicious service management software industry :)",,0013000000dqQAYAA2
a0k1B00000H4ePyQAJ,2018-05-04 20:01:02.000,5001B000017KJH3QAO,6,,,001a000001BSq22AAD
a0k1B00000H4ePtQAJ,2018-05-04 19:51:12.000,5001B000017KJinQAG,5,,,0011300001l4O3aAAE
a0k1B00000H4eJ2QAJ,2018-05-04 19:26:23.000,5001B000017KJaZQAW,6,,,0013000000dqNBvAAM
a0k1B00000H4eBmQAJ,2018-05-04 19:07:47.000,5001B000017KFGkQAO,6,,,001a000001NIKjCAAX
a0k1B00000H4eBcQAJ,2018-05-04 18:46:01.000,5001B000017KE73QAG,5,,,0013000000dqQroAAE
a0k1B00000H4eBXQAZ,2018-05-04 17:51:16.000,5001B000017K7m7QAC,6,,,0013000000dqRAZAA2
a0k1B00000H4eBSQAZ,2018-05-04 17:46:12.000,5001B000017K8Y1QAK,6,,,0011300001uiNN7AAM
a0k1B00000H4eBNQAZ,2018-05-04 17:17:11.000,5001B000017KJ2mQAG,6,Very apprecative to get such a quick response from the support engineer.,,001a000001NIKgNAAX
a0k1B00000H4eBIQAZ,2018-05-04 14:13:31.000,5001B000017KGS8QAO,6,,,0013000000dqUAxAAM
a0k1B00000H4eBDQAZ,2018-05-04 13:01:58.000,5001B000017KHsgQAG,6,,,0011300001vRD0AAAW
a0k1B00000H4eB8QAJ,2018-05-04 12:56:02.000,5001B000017KIs3QAG,6,,,0011300001uiPPmAAM
a0k1B00000H4eB3QAJ,2018-05-04 12:45:20.000,5001B000017Js2HQAS,6,,,0011300001a9IkzAAE
a0k1B00000H4eAyQAJ,2018-05-04 12:33:14.000,5001B000017K3w5QAC,5,,,0011300001uiK44AAE
a0k1B00000H4eAtQAJ,2018-05-03 22:48:26.000,5001B000017KI98QAG,6,,,0011300001uiEfgAAE
a0k1B00000H4eAoQAJ,2018-05-03 22:43:00.000,5001B000017KFzzQAG,5,,,001a000001RhAdqAAF
a0k1B00000H4eAjQAJ,2018-05-03 21:27:21.000,5001B000017KFP8QAO,6,,,001a000001GZP3GAAX
a0k1B00000H4eAeQAJ,2018-05-03 20:49:15.000,5001B000017KFoDQAW,6,"Joyce ""Ren"" Bitzer helped me on this issue and several other issues. 
She is an expert!",,0011300001uiLGlAAM
a0k1B00000H4eAZQAZ,2018-05-03 20:30:54.000,5001B000017KHc9QAG,6,"Candice also followed up on an email that I sent back to her about not being able to find the document with the criteria I entered for the search.  She said she would add the keywords to assist others in the future.  Whether she does or not, she's listening to the ""customer/me"".  Pleasant change.",,0013000000dqPkQAAU
a0k1B00000H4eAPQAZ,2018-05-03 18:11:31.000,5001B000017KH5eQAG,6,,,001a000001NIMtPAAX
a0k1B00000H4eAKQAZ,2018-05-03 17:51:47.000,5001B000017KF5NQAW,6,Happy to have team that we can count on! Your support is great!!,,0011300001idpmXAAQ
a0k1B00000H4eAFQAZ,2018-05-03 16:24:00.000,5001B000017J7IjQAK,6,"Ivanti products need to allow for more customization from the management suite without having to make the changes on the machine first so its picked up by inventory scan. For example I have to create a web form just to update the status of a computer instead right clicking and edit and changing the status from loaner to  repair or decommissioned.  This is my biggest issue with LANDesk. If JAMF managed Windows PCs I'd probably recommend  switching over. So many things that are already build in that platform and don't require extra steps like they do on LANDesk. That's my biggest issue with the suite, I create a webform I can change data when the machine checks in the status is updated and shows on the suite...sooo why can't certain fields be editable and function the same way, pushed to the machine at next check in. Another one Owner or department changes at least 3 times during a  machines lifecycle but I cant change that manually? Okay!!",,0013000000dqMNKAA2
a0k1B00000H4eA5QAJ,2018-05-03 15:27:31.000,5001B000017KDaYQAW,6,,,0011300001eLM7PAAW
a0k1B00000H4eA0QAJ,2018-05-03 15:25:04.000,5001B000017JlLwQAK,1,,,0011300001uiFWnAAM
a0k1B00000H4e9vQAB,2018-05-03 14:52:20.000,5001B000017KEYJQA4,6,,,0013000000dqPN9AAM
a0k1B00000H4e9qQAB,2018-05-03 14:26:36.000,5001B000017K04RQAS,6,,,0011300001vRulUAAS
a0k1B00000H4e9lQAB,2018-05-03 11:36:48.000,5001B000017JYP8QAO,6,Thanks again to Adam Wroblewski :-),,0011300001uiGweAAE
a0k1B00000H4e9gQAB,2018-05-03 11:21:45.000,5001B000017JW9oQAG,6,,,0011B00001IwTluQAF
a0k1B00000H4e9bQAB,2018-05-03 10:38:55.000,5001B000017KBpHQAW,6,,,0011B00001IwCWeQAN
a0k1B00000H4e9WQAR,2018-05-03 08:03:17.000,5001B000017KFtNQAW,6,Looking forward to the next release of the GoldMine product range!,,0011300001uiEkNAAU
a0k1B00000H4e9RQAR,2018-05-03 07:09:53.000,5001B000017JvahQAC,6,,,0011B000022kaxXQAQ
a0k1B00000H4e9MQAR,2018-05-03 04:20:07.000,5001B000017K8qaQAC,6,,,0013000000eawItAAI
a0k1B00000H4e9HQAR,2018-05-03 03:10:44.000,5001B000017K72TQAS,6,,,0013000000gbHLXAA2
a0k1B00000H4e9CQAR,2018-05-02 22:46:55.000,5001B000017KEtlQAG,6,,,0013000000ean8TAAQ
a0k1B00000H4e97QAB,2018-05-02 22:46:18.000,5001B000017KFnPQAW,6,,,001a000001NIN5wAAH
a0k1B00000H4e92QAB,2018-05-02 20:43:54.000,5001B000017KFN7QAO,3,,,0011300001uiHWeAAM
a0k1B00000H4e8xQAB,2018-05-02 20:30:44.000,5001B000017KAvsQAG,6,Christopher responded to all of my questions in a timely matter.,,0013000000eakvqAAA
a0k1B00000H4e8sQAB,2018-05-02 20:04:32.000,5001B000017KD3jQAG,6,,,0011300001uiHB8AAM
a0k1B00000H4e8nQAB,2018-05-02 19:57:52.000,5001B000017K1DXQA0,6,Thomas is a great engineer and support.,,001a000001GZWKFAA5
a0k1B00000H4e8iQAB,2018-05-02 19:57:20.000,5001B000017KEfAQAW,6,,,0011300001uiHhqAAE
a0k1B00000H4e8dQAB,2018-05-02 19:21:16.000,5001B000017KCRuQAO,6,"Kelton did a great job of assessing the issue and giving me a fix that was quick, easy and most important worked.",,0013000000eauMCAAY
a0k1B00000H4e8YQAR,2018-05-02 18:38:42.000,5001B000016LbWmQAK,6,,,001a000001NIK2cAAH
a0k1B00000H4e8TQAR,2018-05-02 18:30:15.000,5001B000017KF2EQAW,6,,,0013000000dqNxaAAE
a0k1B00000H4e8OQAR,2018-05-02 16:33:14.000,5001B000016MA2NQAW,6,,,001a000001NIK03AAH
a0k1B00000H4e8EQAR,2018-05-02 14:53:44.000,5001B000017KEX1QAO,6,,,0013000000dqO9aAAE
a0k1B00000H4e7uQAB,2018-05-02 14:19:04.000,5001B000017KEJTQA4,6,,,001a000001NIHCNAA5
a0k1B00000H4e7pQAB,2018-05-02 14:04:54.000,5001B000017K7VQQA0,6,,,0011300001uiNzhAAE
a0k1B00000H4e7kQAB,2018-05-02 14:02:37.000,5001B000017JNGdQAO,5,,,0013000000z8wQ8AAI
a0k1B00000H4e7fQAB,2018-05-02 14:01:12.000,5001B000017JEANQA4,4,,,0013000000z8wQ8AAI
a0k1B00000H4e7aQAB,2018-05-02 13:22:30.000,5001B000016LI0gQAG,4,,,0011300001uiG2pAAE
a0k1B00000H4e7VQAR,2018-05-02 13:02:39.000,5001B000017K2ITQA0,5,"General information about the future of your products (AVALANCHE, Wavelink) without JAVA support in Web Browsers is expected.",,001a000001BSq0CAAT
a0k1B00000H4e7QQAR,2018-05-02 12:49:01.000,5001B000017JiVqQAK,5,,,0013000000dqQJeAAM
a0k1B00000H4e7LQAR,2018-05-02 12:47:39.000,5001B000017J9Y0QAK,6,,,0011300001uiEhPAAU
a0k1B00000H4e7GQAR,2018-05-02 12:41:02.000,5001B000017K9feQAC,5,,,0011300001l4Q5EAAU
a0k1B00000H4e7BQAR,2018-05-02 12:13:58.000,5001B000017KDv2QAG,5,,,0011300001l4M0fAAE
a0k1B00000H4e76QAB,2018-05-02 12:11:20.000,5001B000017J4I1QAK,3,"I've worked with several support technicians and engineers over the years. This is, by far, the most frustrating experience I've ever had working with Ivanti.",,0013000000xKsqKAAS
a0k1B00000H4e71QAB,2018-05-02 10:39:46.000,5001B000017KBnkQAG,1,,,0011B00001IwFzNQAV
a0k1B00000H4e6wQAB,2018-05-02 09:47:07.000,5001B000017JbGdQAK,4,"One of the engineers I spoke to was a bit grumpy. Saying the product was not setup correctly and we have domain issues. His attitude did motivate me to fix the issue myself. 

I have been 100% happy with ivanti support for my other cases.",,0011300001wpKzaAAE
a0k1B00000H4e6rQAB,2018-05-02 07:19:38.000,5001B000017JwR9QAK,3,"New ticketing system in use for my cases and its associated mailing is awful :(
Mail subjects for example: *Case Survey* - Case [01434431] has been closed [ref:_00D30mpIz._5001B17JwR9:ref]",,0011300001uiNNnAAM
a0k1B00000H4e6mQAB,2018-05-02 07:17:01.000,5001B000016MTCLQA4,1,"Support auf diesem Level sollte man lieber lassen! Dann lieber gar kein Support als soetwas. Man sollte sich nicht wundern, wenn dieser Kunde in naher Zukunft seinen Wartungsvertrag kündigt. Hat ja schliesslich nichts davon.",,0011300001uiEdOAAU
a0k1B00000H4e6hQAB,2018-05-01 23:41:04.000,5001B000017KDbqQAG,6,Thank you so much Brian for alerting me to the end of life of 9.2.  I will be upgrading to 9.3 as soon as possible.,,001a000001NIIWxAAP
a0k1B00000H4e6cQAB,2018-05-01 22:26:01.000,5001B000017KB5sQAG,6,,,0011300001i9UEGAA2
a0k1B00000H4e6XQAR,2018-05-01 21:26:13.000,5001B000017KBBRQA4,6,,,0011300001uiEh9AAE
a0k1B00000H4e6SQAR,2018-05-01 20:11:33.000,5001B000017KCR6QAO,6,,,0013000000dqO9aAAE
a0k1B00000H4e6NQAR,2018-05-01 19:58:18.000,5001B000017Jei2QAC,6,"Chris was easy to work with, showed a professional and patient attitude, and has good knowledge of the Ivanti product. Thanks.",,0013000000dqMzJAAU
